id_demand_elec_generated,time_stamp,rto_id,rto_full_name,demand_mwh,mwh_ng,mwh_nuc,mwh_wnd,mwh_sun,mwh_col,mwh_wat,mwh_oil,mwh_oth
DFCISO20230609-18AGG,2023-06-09 18:00:00,CISO,California Independent System Operator,24845,6780,2255,1917,13251,3,2700,86,-1314
DFCISO20230609-19AGG,2023-06-09 19:00:00,CISO,California Independent System Operator,24680,5931,2256,1719,13217,3,2576,86,-617
DFCISO20230609-20AGG,2023-06-09 20:00:00,CISO,California Independent System Operator,23461,6162,2254,1786,12956,3,2308,86,-1095
DFCISO20230609-21AGG,2023-06-09 21:00:00,CISO,California Independent System Operator,23051,5946,2255,1938,12577,3,2315,86,-1064
DFCISO20230609-22AGG,2023-06-09 22:00:00,CISO,California Independent System Operator,22677,5894,2256,2314,12370,3,2365,86,-989
DFCISO20230609-23AGG,2023-06-09 23:00:00,CISO,California Independent System Operator,22776,5783,2257,2781,12121,3,2751,86,-867
DFCISO20230610-00AGG,2023-06-10 00:00:00,CISO,California Independent System Operator,22813,6025,2259,3251,11359,3,3058,86,-315
DFCISO20230610-01AGG,2023-06-10 01:00:00,CISO,California Independent System Operator,22980,6336,2259,3517,9592,3,3597,86,7
DFCISO20230610-02AGG,2023-06-10 02:00:00,CISO,California Independent System Operator,24069,6808,2259,3689,5254,3,5017,87,576
DFCISO20230610-03AGG,2023-06-10 03:00:00,CISO,California Independent System Operator,25693,8132,2257,3738,1094,2,5796,87,2733
DFCISO20230610-04AGG,2023-06-10 04:00:00,CISO,California Independent System Operator,26707,8558,2254,3676,38,2,5790,86,2941
DFCISO20230610-05AGG,2023-06-10 05:00:00,CISO,California Independent System Operator,27284,8018,2253,3584,-9,2,5858,87,2202
DFCISO20230610-06AGG,2023-06-10 06:00:00,CISO,California Independent System Operator,27038,7249,2254,3606,-5,3,5492,88,488
DFCISO20230610-07AGG,2023-06-10 07:00:00,CISO,California Independent System Operator,25721,6887,2255,3723,-6,3,5178,88,-148
DFCISO20230610-08AGG,2023-06-10 08:00:00,CISO,California Independent System Operator,24440,7332,2255,3636,-7,3,4001,88,-105
DFCISO20230610-09AGG,2023-06-10 09:00:00,CISO,California Independent System Operator,23432,6629,2255,3544,-7,3,3857,88,-22
DFCISO20230610-10AGG,2023-06-10 10:00:00,CISO,California Independent System Operator,22298,6054,2257,3384,-7,3,3766,88,-24
DFCISO20230610-11AGG,2023-06-10 11:00:00,CISO,California Independent System Operator,21537,6272,2259,2924,-7,3,3768,88,-349
DFCISO20230610-12AGG,2023-06-10 12:00:00,CISO,California Independent System Operator,21383,6275,2258,2720,-8,3,3669,88,-480
DFCISO20230610-13AGG,2023-06-10 13:00:00,CISO,California Independent System Operator,21549,5937,2257,2483,30,3,3542,88,-27
DFCISO20230610-14AGG,2023-06-10 14:00:00,CISO,California Independent System Operator,21250,5917,2258,2460,1595,3,3584,88,-24
DFCISO20230610-15AGG,2023-06-10 15:00:00,CISO,California Independent System Operator,21163,4639,2258,2122,5153,3,3518,87,-155
DFCISO20230610-16AGG,2023-06-10 16:00:00,CISO,California Independent System Operator,21590,5287,2258,1645,7769,4,3401,73,-750
DFCISO20230610-17AGG,2023-06-10 17:00:00,CISO,California Independent System Operator,22387,5685,2259,1408,10051,3,2980,46,-1099
DFCISO20230610-18AGG,2023-06-10 18:00:00,CISO,California Independent System Operator,22663,5527,2259,1304,11312,2,2793,46,-1029
DFCISO20230610-19AGG,2023-06-10 19:00:00,CISO,California Independent System Operator,21930,5412,2257,883,11554,2,2919,46,-1011
DFCISO20230610-20AGG,2023-06-10 20:00:00,CISO,California Independent System Operator,21289,5525,2254,785,11597,3,2776,45,-1142
DFCISO20230610-21AGG,2023-06-10 21:00:00,CISO,California Independent System Operator,20633,5065,2255,1068,10697,3,2724,46,-607
DFCISO20230610-22AGG,2023-06-10 22:00:00,CISO,California Independent System Operator,20084,4907,2255,1325,10439,3,2517,46,-322
DFCISO20230610-23AGG,2023-06-10 23:00:00,CISO,California Independent System Operator,20091,5033,2258,1836,9886,3,2897,46,-169
DFCISO20230611-00AGG,2023-06-11 00:00:00,CISO,California Independent System Operator,20597,5780,2259,2067,8080,4,3265,46,205
DFCISO20230611-01AGG,2023-06-11 01:00:00,CISO,California Independent System Operator,21463,6622,2260,2396,5929,3,3546,46,998
DFCISO20230611-02AGG,2023-06-11 02:00:00,CISO,California Independent System Operator,22660,7570,2261,3131,3640,3,4500,46,968
DFCISO20230611-03AGG,2023-06-11 03:00:00,CISO,California Independent System Operator,23852,8322,2261,3660,994,2,5443,46,1915
DFCISO20230611-04AGG,2023-06-11 04:00:00,CISO,California Independent System Operator,24950,8437,2260,3639,310,2,5467,46,2201
DFCISO20230611-05AGG,2023-06-11 05:00:00,CISO,California Independent System Operator,25633,8450,2260,3775,114,2,5261,46,1369
DFCISO20230611-06AGG,2023-06-11 06:00:00,CISO,California Independent System Operator,25318,7666,2259,4072,-9,2,4991,24,377
DFCISO20230611-07AGG,2023-06-11 07:00:00,CISO,California Independent System Operator,24148,6981,2257,4110,-9,3,4548,15,-56
DFCISO20230611-08AGG,2023-06-11 08:00:00,CISO,California Independent System Operator,22969,6664,2256,4112,-10,3,4152,46,-41
DFCISO20230611-09AGG,2023-06-11 09:00:00,CISO,California Independent System Operator,22065,6140,2258,4037,-10,3,4143,46,-111
DFCISO20230611-10AGG,2023-06-11 10:00:00,CISO,California Independent System Operator,21208,5656,2258,4091,-10,3,4157,46,-92
DFCISO20230611-11AGG,2023-06-11 11:00:00,CISO,California Independent System Operator,20410,5415,2259,4121,-11,3,4129,46,-110
DFCISO20230611-12AGG,2023-06-11 12:00:00,CISO,California Independent System Operator,19964,5537,2259,4411,-11,3,3826,46,-153
DFCISO20230611-13AGG,2023-06-11 13:00:00,CISO,California Independent System Operator,20043,5160,2261,4392,47,3,3424,46,126
DFCISO20230611-14AGG,2023-06-11 14:00:00,CISO,California Independent System Operator,20134,5747,2260,4384,1916,3,3136,46,-426
DFCISO20230611-15AGG,2023-06-11 15:00:00,CISO,California Independent System Operator,20272,5285,2258,4188,6012,3,2603,46,-967
DFCISO20230611-16AGG,2023-06-11 16:00:00,CISO,California Independent System Operator,20425,5118,2258,3791,8948,3,2305,46,-1493
DFCISO20230611-17AGG,2023-06-11 17:00:00,CISO,California Independent System Operator,20808,4759,2258,3474,9701,3,2048,46,-1204
DFCISO20230611-18AGG,2023-06-11 18:00:00,CISO,California Independent System Operator,19998,5437,2257,2940,10667,3,1993,46,-1613
DFCISO20230611-19AGG,2023-06-11 19:00:00,CISO,California Independent System Operator,19880,5578,2256,2712,11493,4,1951,46,-1832
DFCISO20230611-20AGG,2023-06-11 20:00:00,CISO,California Independent System Operator,19475,5131,2255,2612,11635,4,1904,46,-1370
DFCISO20230611-21AGG,2023-06-11 21:00:00,CISO,California Independent System Operator,18850,4332,2255,2698,11598,4,1901,46,-430
DFCISO20230611-22AGG,2023-06-11 22:00:00,CISO,California Independent System Operator,18449,4269,2254,3305,11576,4,1924,46,-380
DFCISO20230611-23AGG,2023-06-11 23:00:00,CISO,California Independent System Operator,19013,4262,2254,3306,10338,4,2374,46,260
DFCISO20230612-00AGG,2023-06-12 00:00:00,CISO,California Independent System Operator,20146,4806,2256,3480,9573,4,2702,46,-171
DFCISO20230612-01AGG,2023-06-12 01:00:00,CISO,California Independent System Operator,21464,5469,2259,3780,8149,3,3199,46,242
DFCISO20230612-02AGG,2023-06-12 02:00:00,CISO,California Independent System Operator,22594,6208,2258,3834,5168,3,4156,46,477
DFCISO20230612-03AGG,2023-06-12 03:00:00,CISO,California Independent System Operator,23645,7531,2257,3789,1226,3,4988,46,2081
DFCISO20230612-04AGG,2023-06-12 04:00:00,CISO,California Independent System Operator,24700,7934,2256,3722,15,3,5385,46,2458
DFCISO20230612-05AGG,2023-06-12 05:00:00,CISO,California Independent System Operator,25261,7987,2256,3760,8,3,5341,46,1928
DFCISO20230612-06AGG,2023-06-12 06:00:00,CISO,California Independent System Operator,25128,7007,2256,3740,11,3,4869,46,914
DFCISO20230612-07AGG,2023-06-12 07:00:00,CISO,California Independent System Operator,23826,6603,2254,3790,11,3,4568,46,-26
DFCISO20230612-08AGG,2023-06-12 08:00:00,CISO,California Independent System Operator,22487,6535,2251,3844,10,3,4386,46,-416
DFCISO20230612-09AGG,2023-06-12 09:00:00,CISO,California Independent System Operator,21984,5959,2252,3815,10,3,4225,46,-428
DFCISO20230612-10AGG,2023-06-12 10:00:00,CISO,California Independent System Operator,21191,5566,2253,3692,10,2,4191,46,-510
DFCISO20230612-11AGG,2023-06-12 11:00:00,CISO,California Independent System Operator,20812,5659,2253,3485,10,2,3814,46,-167
DFCISO20230612-12AGG,2023-06-12 12:00:00,CISO,California Independent System Operator,20611,5761,2255,3275,8,3,3641,46,-25
DFCISO20230612-13AGG,2023-06-12 13:00:00,CISO,California Independent System Operator,20887,6654,2258,3219,67,3,3507,46,327
DFCISO20230612-14AGG,2023-06-12 14:00:00,CISO,California Independent System Operator,21877,7058,2257,3398,2191,3,3445,46,334
DFCISO20230612-15AGG,2023-06-12 15:00:00,CISO,California Independent System Operator,22885,6470,2254,3044,7087,4,3251,45,-415
DFCISO20230612-16AGG,2023-06-12 16:00:00,CISO,California Independent System Operator,23803,5095,2253,2524,10173,3,3195,46,-358
DFCISO20230612-17AGG,2023-06-12 17:00:00,CISO,California Independent System Operator,23575,5396,2254,1899,11746,3,2805,46,-605
DFCISO20230612-18AGG,2023-06-12 18:00:00,CISO,California Independent System Operator,23181,6182,2254,1861,12735,4,2392,46,-800
DFCISO20230612-19AGG,2023-06-12 19:00:00,CISO,California Independent System Operator,23259,6477,2253,1705,13372,4,2172,46,-741
DFCISO20230612-20AGG,2023-06-12 20:00:00,CISO,California Independent System Operator,23571,6212,2248,1641,13731,4,2284,46,-839
DFCISO20230612-21AGG,2023-06-12 21:00:00,CISO,California Independent System Operator,23399,5627,2249,1863,13200,3,2568,46,-541
DFCISO20230612-22AGG,2023-06-12 22:00:00,CISO,California Independent System Operator,22753,5075,2250,2536,12271,4,2356,46,-60
DFCISO20230612-23AGG,2023-06-12 23:00:00,CISO,California Independent System Operator,22572,5276,2250,3178,12091,3,2230,46,-41
DFCISO20230613-00AGG,2023-06-13 00:00:00,CISO,California Independent System Operator,22837,5847,2251,3487,10533,4,2462,41,159
DFCISO20230613-01AGG,2023-06-13 01:00:00,CISO,California Independent System Operator,23320,6869,2254,3814,9580,4,3442,43,134
DFCISO20230613-02AGG,2023-06-13 02:00:00,CISO,California Independent System Operator,24634,7974,2254,4242,6004,3,4317,46,515
DFCISO20230613-03AGG,2023-06-13 03:00:00,CISO,California Independent System Operator,26016,9805,2251,4242,1473,3,4975,46,2186
DFCISO20230613-04AGG,2023-06-13 04:00:00,CISO,California Independent System Operator,26980,10206,2245,4272,9,2,5060,46,2373
DFCISO20230613-05AGG,2023-06-13 05:00:00,CISO,California Independent System Operator,27501,10208,2244,4235,-11,3,5091,46,1413
DFCISO20230613-06AGG,2023-06-13 06:00:00,CISO,California Independent System Operator,27228,8173,2244,4066,-8,3,5125,46,443
DFCISO20230613-07AGG,2023-06-13 07:00:00,CISO,California Independent System Operator,25673,7378,2244,3835,-9,3,4624,46,-300
DFCISO20230613-08AGG,2023-06-13 08:00:00,CISO,California Independent System Operator,24348,6044,2244,3792,-9,4,4344,46,-20
DFCISO20230613-09AGG,2023-06-13 09:00:00,CISO,California Independent System Operator,23215,4780,2245,3950,-9,3,4341,46,-69
DFCISO20230613-10AGG,2023-06-13 10:00:00,CISO,California Independent System Operator,22225,4646,2249,3846,-9,4,4256,46,-159
DFCISO20230613-11AGG,2023-06-13 11:00:00,CISO,California Independent System Operator,21585,4546,2251,3669,-9,3,4152,46,-196
DFCISO20230613-12AGG,2023-06-13 12:00:00,CISO,California Independent System Operator,21343,4385,2252,3425,-10,4,4063,46,141
DFCISO20230613-13AGG,2023-06-13 13:00:00,CISO,California Independent System Operator,21459,4810,2251,3125,62,2,3955,46,743
DFCISO20230613-14AGG,2023-06-13 14:00:00,CISO,California Independent System Operator,22284,4803,2252,2818,2575,3,3800,45,160
DFCISO20230613-15AGG,2023-06-13 15:00:00,CISO,California Independent System Operator,23291,4413,2251,2313,8139,2,3135,41,-388
DFCISO20230613-16AGG,2023-06-13 16:00:00,CISO,California Independent System Operator,24447,4890,2251,1789,11236,3,2528,44,-434
DFCISO20230613-17AGG,2023-06-13 17:00:00,CISO,California Independent System Operator,24579,5556,2252,1462,12685,4,2400,44,-980
DFCISO20230613-18AGG,2023-06-13 18:00:00,CISO,California Independent System Operator,24617,5886,2253,1193,13563,3,2476,43,-1481
DFCISO20230613-19AGG,2023-06-13 19:00:00,CISO,California Independent System Operator,24565,6300,2253,1091,13910,4,2280,43,-1844
DFCISO20230613-20AGG,2023-06-13 20:00:00,CISO,California Independent System Operator,24194,6520,2246,1111,14149,3,2189,43,-2052
DFCISO20230613-21AGG,2023-06-13 21:00:00,CISO,California Independent System Operator,23889,6254,2244,1357,13947,3,2097,43,-1717
DFCISO20230613-22AGG,2023-06-13 22:00:00,CISO,California Independent System Operator,23416,5533,2245,1582,13469,3,1965,46,-601
DFCISO20230613-23AGG,2023-06-13 23:00:00,CISO,California Independent System Operator,22661,5396,2247,1778,12892,3,2009,46,-188
DFCISO20230614-00AGG,2023-06-14 00:00:00,CISO,California Independent System Operator,23129,5490,2251,2230,12312,3,2250,46,-114
DFCISO20230614-01AGG,2023-06-14 01:00:00,CISO,California Independent System Operator,24032,5216,2251,2565,10600,3,3456,46,75
DFCISO20230614-02AGG,2023-06-14 02:00:00,CISO,California Independent System Operator,25220,5311,2251,3192,6528,3,4493,46,528
DFCISO20230614-03AGG,2023-06-14 03:00:00,CISO,California Independent System Operator,27078,6396,2251,3804,1678,3,5329,46,2238
DFCISO20230614-04AGG,2023-06-14 04:00:00,CISO,California Independent System Operator,28222,6863,2249,4084,251,3,5439,46,2657
DFCISO20230614-05AGG,2023-06-14 05:00:00,CISO,California Independent System Operator,28681,6248,2248,4291,-4,4,5362,46,2104
DFCISO20230614-06AGG,2023-06-14 06:00:00,CISO,California Independent System Operator,28208,5481,2249,4383,-2,5,5178,46,751
DFCISO20230614-07AGG,2023-06-14 07:00:00,CISO,California Independent System Operator,26590,5408,2249,4356,109,4,4821,46,35
DFCISO20230614-08AGG,2023-06-14 08:00:00,CISO,California Independent System Operator,25044,4777,2249,4191,0,4,4162,46,119
DFCISO20230614-09AGG,2023-06-14 09:00:00,CISO,California Independent System Operator,23914,4473,2250,4031,0,4,3899,46,-278
DFCISO20230614-10AGG,2023-06-14 10:00:00,CISO,California Independent System Operator,22931,3767,2250,3928,0,4,4329,46,-146
DFCISO20230614-11AGG,2023-06-14 11:00:00,CISO,California Independent System Operator,22088,3748,2248,3912,-1,5,4338,46,-170
DFCISO20230614-12AGG,2023-06-14 12:00:00,CISO,California Independent System Operator,21832,3419,2250,3834,-2,5,4247,46,-174
DFCISO20230614-13AGG,2023-06-14 13:00:00,CISO,California Independent System Operator,22084,3394,2252,3718,68,4,4126,46,118
DFCISO20230614-14AGG,2023-06-14 14:00:00,CISO,California Independent System Operator,22827,3788,2255,3267,2576,2,3949,46,3
DFCISO20230614-15AGG,2023-06-14 15:00:00,CISO,California Independent System Operator,23768,4661,2254,2244,8240,2,2936,46,-656
DFCISO20230614-16AGG,2023-06-14 16:00:00,CISO,California Independent System Operator,25281,5295,2254,1850,11167,3,2006,46,-972
DFCISO20230614-17AGG,2023-06-14 17:00:00,CISO,California Independent System Operator,25747,5341,2255,1578,12453,2,1918,46,-979
DFCISO20230614-18AGG,2023-06-14 18:00:00,CISO,California Independent System Operator,25512,5211,2251,1462,13462,2,1921,46,-850
DFCISO20230614-19AGG,2023-06-14 19:00:00,CISO,California Independent System Operator,25142,5461,2251,1434,13837,2,1913,46,-1065
DFCISO20230614-20AGG,2023-06-14 20:00:00,CISO,California Independent System Operator,24719,4928,2251,1559,13951,2,1868,46,-873
DFCISO20230614-21AGG,2023-06-14 21:00:00,CISO,California Independent System Operator,23919,4950,2251,1942,13788,2,1865,53,-764
DFCISO20230614-22AGG,2023-06-14 22:00:00,CISO,California Independent System Operator,23824,5256,2251,2307,13447,2,1918,64,-302
DFCISO20230614-23AGG,2023-06-14 23:00:00,CISO,California Independent System Operator,23898,5752,2251,3142,12462,3,2120,79,-165
DFCISO20230615-00AGG,2023-06-15 00:00:00,CISO,California Independent System Operator,25028,6158,2252,3261,11408,2,2573,84,-245
DFCISO20230615-01AGG,2023-06-15 01:00:00,CISO,California Independent System Operator,26228,6081,2253,3698,10563,2,3341,86,-126
DFCISO20230615-02AGG,2023-06-15 02:00:00,CISO,California Independent System Operator,27152,6487,2253,3968,6562,2,4383,86,494
DFCISO20230615-03AGG,2023-06-15 03:00:00,CISO,California Independent System Operator,28427,7159,2253,4085,1720,1,5031,86,2137
DFCISO20230615-04AGG,2023-06-15 04:00:00,CISO,California Independent System Operator,29533,7575,2253,4174,417,2,5042,85,2078
DFCISO20230615-05AGG,2023-06-15 05:00:00,CISO,California Independent System Operator,29955,6762,2254,4431,27,2,4925,86,1578
DFCISO20230615-06AGG,2023-06-15 06:00:00,CISO,California Independent System Operator,29186,5900,2256,4578,29,2,4817,87,717
DFCISO20230615-07AGG,2023-06-15 07:00:00,CISO,California Independent System Operator,27487,5560,2255,4725,28,3,4669,87,25
DFCISO20230615-08AGG,2023-06-15 08:00:00,CISO,California Independent System Operator,25847,5232,2252,4761,29,3,4596,87,-19
DFCISO20230615-09AGG,2023-06-15 09:00:00,CISO,California Independent System Operator,24590,4424,2253,4745,28,4,4558,87,-128
DFCISO20230615-10AGG,2023-06-15 10:00:00,CISO,California Independent System Operator,23620,4341,2251,4357,28,3,4559,87,-153
DFCISO20230615-11AGG,2023-06-15 11:00:00,CISO,California Independent System Operator,22967,4283,2249,3929,28,3,4548,87,-79
DFCISO20230615-12AGG,2023-06-15 12:00:00,CISO,California Independent System Operator,22496,4153,2248,3700,30,3,4361,86,-14
DFCISO20230615-13AGG,2023-06-15 13:00:00,CISO,California Independent System Operator,22616,4416,2249,3583,143,3,4113,87,721
DFCISO20230615-14AGG,2023-06-15 14:00:00,CISO,California Independent System Operator,23360,4671,2251,3421,2572,3,3919,86,276
DFCISO20230615-15AGG,2023-06-15 15:00:00,CISO,California Independent System Operator,24196,5023,2252,2977,7767,3,3265,87,-323
DFCISO20230615-16AGG,2023-06-15 16:00:00,CISO,California Independent System Operator,25253,4673,2253,2578,11067,3,2638,88,-9
DFCISO20230615-17AGG,2023-06-15 17:00:00,CISO,California Independent System Operator,25194,5242,2253,2512,12775,4,2476,88,-425
DFCISO20230615-18AGG,2023-06-15 18:00:00,CISO,California Independent System Operator,25419,5560,2249,2370,13699,3,2384,87,-876
DFCISO20230615-19AGG,2023-06-15 19:00:00,CISO,California Independent System Operator,25405,5783,2246,2260,13933,3,2339,88,-746
DFCISO20230615-20AGG,2023-06-15 20:00:00,CISO,California Independent System Operator,24995,5713,2245,2095,14006,3,2361,87,-692
DFCISO20230615-21AGG,2023-06-15 21:00:00,CISO,California Independent System Operator,24641,5714,2244,2397,14112,3,2460,88,-1010
DFCISO20230615-22AGG,2023-06-15 22:00:00,CISO,California Independent System Operator,24772,6120,2244,3115,13720,3,2445,88,-748
DFCISO20230615-23AGG,2023-06-15 23:00:00,CISO,California Independent System Operator,24919,5700,2245,3829,12877,3,2468,88,70
DFCISO20230616-00AGG,2023-06-16 00:00:00,CISO,California Independent System Operator,25209,6251,2248,4261,12356,3,2926,88,-333
DFCISO20230616-01AGG,2023-06-16 01:00:00,CISO,California Independent System Operator,26382,6213,2250,4442,10426,3,3902,88,-64
DFCISO20230616-02AGG,2023-06-16 02:00:00,CISO,California Independent System Operator,27256,7027,2251,4525,6574,3,4444,88,1110
DFCISO20230616-03AGG,2023-06-16 03:00:00,CISO,California Independent System Operator,28503,8210,2250,4693,1665,3,5426,88,2742
DFCISO20230616-04AGG,2023-06-16 04:00:00,CISO,California Independent System Operator,29389,9189,2248,4596,31,3,5553,87,2538
DFCISO20230616-05AGG,2023-06-16 05:00:00,CISO,California Independent System Operator,29637,8985,2249,4786,13,3,5332,87,1417
DFCISO20230616-06AGG,2023-06-16 06:00:00,CISO,California Independent System Operator,29242,7962,2248,4470,-14,3,5281,88,553
DFCISO20230616-07AGG,2023-06-16 07:00:00,CISO,California Independent System Operator,27539,7031,2250,4125,-29,3,5118,88,249
DFCISO20230616-08AGG,2023-06-16 08:00:00,CISO,California Independent System Operator,25742,6508,2247,3828,-29,5,4524,88,93
DFCISO20230616-09AGG,2023-06-16 09:00:00,CISO,California Independent System Operator,24577,6064,2242,3243,-29,5,4478,89,-90
DFCISO20230616-10AGG,2023-06-16 10:00:00,CISO,California Independent System Operator,23603,6129,2240,2712,-29,5,4443,89,-112
DFCISO20230616-11AGG,2023-06-16 11:00:00,CISO,California Independent System Operator,22880,6285,2242,2511,-29,5,4451,89,-120
DFCISO20230616-12AGG,2023-06-16 12:00:00,CISO,California Independent System Operator,22499,6693,2245,2489,-30,4,4307,89,-104
DFCISO20230616-13AGG,2023-06-16 13:00:00,CISO,California Independent System Operator,22760,6907,2248,2415,21,4,4276,89,205
DFCISO20230616-14AGG,2023-06-16 14:00:00,CISO,California Independent System Operator,23426,7094,2248,2118,1975,4,3967,88,15
DFCISO20230616-15AGG,2023-06-16 15:00:00,CISO,California Independent System Operator,24014,5740,2250,1850,6253,3,3544,88,4
DFCISO20230616-16AGG,2023-06-16 16:00:00,CISO,California Independent System Operator,24148,5256,2250,1703,9779,3,3017,88,-575
DFCISO20230616-17AGG,2023-06-16 17:00:00,CISO,California Independent System Operator,24996,5930,2248,1674,11931,3,2616,88,-939
DFCISO20230616-18AGG,2023-06-16 18:00:00,CISO,California Independent System Operator,25383,6245,2245,1552,12879,3,2592,88,-1363
DFCISO20230616-19AGG,2023-06-16 19:00:00,CISO,California Independent System Operator,25004,6577,2244,1319,13727,2,2571,88,-1581
DFCISO20230616-20AGG,2023-06-16 20:00:00,CISO,California Independent System Operator,24604,6242,2242,1190,14132,3,2446,87,-1457
DFCISO20230616-21AGG,2023-06-16 21:00:00,CISO,California Independent System Operator,23996,5920,2242,1094,14087,3,2414,87,-1060
DFCISO20230616-22AGG,2023-06-16 22:00:00,CISO,California Independent System Operator,24016,5664,2241,1230,13742,2,2331,87,-580
DFCISO20230616-23AGG,2023-06-16 23:00:00,CISO,California Independent System Operator,24454,5683,2242,1577,13204,3,2643,87,-289
DFCISO20230617-00AGG,2023-06-17 00:00:00,CISO,California Independent System Operator,25162,5709,2245,2488,11263,3,3178,87,-258
DFCISO20230617-01AGG,2023-06-17 01:00:00,CISO,California Independent System Operator,26371,6389,2247,2762,9399,4,3523,87,-160
DFCISO20230617-02AGG,2023-06-17 02:00:00,CISO,California Independent System Operator,28121,7526,2247,2944,6099,4,4571,88,661
DFCISO20230617-03AGG,2023-06-17 03:00:00,CISO,California Independent System Operator,29554,8263,2249,3350,1500,3,5496,87,2672
DFCISO20230617-04AGG,2023-06-17 04:00:00,CISO,California Independent System Operator,30056,8584,2250,3623,-2,2,5459,88,2612
DFCISO20230617-05AGG,2023-06-17 05:00:00,CISO,California Independent System Operator,30068,8436,2250,3750,-45,3,5446,88,1936
DFCISO20230617-06AGG,2023-06-17 06:00:00,CISO,California Independent System Operator,29624,7861,2249,3724,-42,4,5301,89,653
DFCISO20230617-07AGG,2023-06-17 07:00:00,CISO,California Independent System Operator,28014,7385,2250,3554,-42,4,4981,89,121
DFCISO20230617-08AGG,2023-06-17 08:00:00,CISO,California Independent System Operator,26311,6759,2249,3561,-41,4,4447,88,136
DFCISO20230617-09AGG,2023-06-17 09:00:00,CISO,California Independent System Operator,24908,5724,2249,3611,-41,4,4253,87,-8
DFCISO20230617-10AGG,2023-06-17 10:00:00,CISO,California Independent System Operator,23678,4894,2248,3613,-40,4,4139,87,-98
DFCISO20230617-11AGG,2023-06-17 11:00:00,CISO,California Independent System Operator,22864,4868,2248,3123,-40,5,4224,87,-37
DFCISO20230617-12AGG,2023-06-17 12:00:00,CISO,California Independent System Operator,22187,5030,2247,2654,-42,5,4313,88,144
DFCISO20230617-13AGG,2023-06-17 13:00:00,CISO,California Independent System Operator,22005,5068,2248,2331,30,5,4102,89,291
DFCISO20230617-14AGG,2023-06-17 14:00:00,CISO,California Independent System Operator,22051,5070,2247,2008,2641,4,3521,88,-211
DFCISO20230617-15AGG,2023-06-17 15:00:00,CISO,California Independent System Operator,22086,4944,2247,1571,8139,4,2935,88,-964
DFCISO20230617-16AGG,2023-06-17 16:00:00,CISO,California Independent System Operator,22296,5606,2251,1236,11152,4,1935,88,-1453
DFCISO20230617-17AGG,2023-06-17 17:00:00,CISO,California Independent System Operator,22871,5744,2253,959,12202,4,1668,88,-1543
DFCISO20230617-18AGG,2023-06-17 18:00:00,CISO,California Independent System Operator,22523,6009,2253,935,12636,3,1598,88,-1674
DFCISO20230617-19AGG,2023-06-17 19:00:00,CISO,California Independent System Operator,22351,5224,2252,978,13071,3,1585,87,-1113
DFCISO20230617-20AGG,2023-06-17 20:00:00,CISO,California Independent System Operator,21493,5258,2252,969,13195,3,1568,87,-1181
DFCISO20230617-21AGG,2023-06-17 21:00:00,CISO,California Independent System Operator,21689,4929,2252,1163,13183,3,1652,87,-724
DFCISO20230617-22AGG,2023-06-17 22:00:00,CISO,California Independent System Operator,21986,4760,2250,1713,13203,3,1750,87,-569
DFCISO20230617-23AGG,2023-06-17 23:00:00,CISO,California Independent System Operator,22863,4522,2249,2150,13023,3,2120,88,162
DFCISO20230618-00AGG,2023-06-18 00:00:00,CISO,California Independent System Operator,24016,4708,2249,2826,11979,3,2804,88,321
DFCISO20230618-01AGG,2023-06-18 01:00:00,CISO,California Independent System Operator,25361,4902,2251,3188,10422,3,3469,87,373
DFCISO20230618-02AGG,2023-06-18 02:00:00,CISO,California Independent System Operator,27067,5604,2252,3506,6459,4,4331,87,1326
DFCISO20230618-03AGG,2023-06-18 03:00:00,CISO,California Independent System Operator,28668,6842,2252,3457,1410,4,5493,87,3150
DFCISO20230618-04AGG,2023-06-18 04:00:00,CISO,California Independent System Operator,29560,7491,2254,3550,-4,3,5621,87,2793
DFCISO20230618-05AGG,2023-06-18 05:00:00,CISO,California Independent System Operator,29615,7461,2254,3642,-11,3,5440,87,2094
DFCISO20230618-06AGG,2023-06-18 06:00:00,CISO,California Independent System Operator,28905,7395,2255,3792,-8,3,5417,88,796
DFCISO20230618-07AGG,2023-06-18 07:00:00,CISO,California Independent System Operator,27276,6889,2254,3853,-8,3,5138,88,104
DFCISO20230618-08AGG,2023-06-18 08:00:00,CISO,California Independent System Operator,25687,5810,2252,3653,-9,3,4545,89,427
DFCISO20230618-09AGG,2023-06-18 09:00:00,CISO,California Independent System Operator,24410,5043,2250,3553,-9,3,4264,88,368
DFCISO20230618-10AGG,2023-06-18 10:00:00,CISO,California Independent System Operator,23256,4420,2248,3850,-9,3,4264,88,156
DFCISO20230618-11AGG,2023-06-18 11:00:00,CISO,California Independent System Operator,22371,4025,2248,3860,-11,3,4188,88,-37
DFCISO20230618-12AGG,2023-06-18 12:00:00,CISO,California Independent System Operator,21712,3620,2250,3892,-18,4,3969,88,-9
DFCISO20230618-13AGG,2023-06-18 13:00:00,CISO,California Independent System Operator,21282,3452,2252,3740,46,3,3758,88,25
DFCISO20230618-14AGG,2023-06-18 14:00:00,CISO,California Independent System Operator,21145,2943,2253,3495,2745,3,3377,87,-105
DFCISO20230618-15AGG,2023-06-18 15:00:00,CISO,California Independent System Operator,20778,3878,2254,3208,8015,3,1749,88,-658
DFCISO20230618-16AGG,2023-06-18 16:00:00,CISO,California Independent System Operator,21261,4705,2253,3155,10496,4,1057,88,-1097
